# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-07-18 13:31:10 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02106500 BLACK RIVER NEAR TOMAHAWK, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02106500
#            TS   parameter     Description
#         89695       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	89695_00060	89695_00060_cd
USGS	02106500	2017-12-31 10:00	EST	345	A
USGS	02106500	2017-12-31 10:15	EST	345	A
USGS	02106500	2017-12-31 10:30	EST	345	A
USGS	02106500	2017-12-31 10:45	EST	345	A
USGS	02106500	2017-12-31 11:00	EST	344	A
USGS	02106500	2017-12-31 11:15	EST	344	A
USGS	02106500	2017-12-31 11:30	EST	344	A
USGS	02106500	2017-12-31 11:45	EST	344	A
USGS	02106500	2017-12-31 12:00	EST	344	A
USGS	02106500	2017-12-31 12:15	EST	344	A
USGS	02106500	2017-12-31 12:30	EST	344	A
USGS	02106500	2017-12-31 12:45	EST	342	A
USGS	02106500	2017-12-31 13:00	EST	342	A
USGS	02106500	2017-12-31 13:15	EST	342	A
USGS	02106500	2017-12-31 13:30	EST	342	A
USGS	02106500	2017-12-31 13:45	EST	342	A
USGS	02106500	2017-12-31 14:00	EST	341	A
USGS	02106500	2017-12-31 14:15	EST	341	A
USGS	02106500	2017-12-31 14:30	EST	341	A
USGS	02106500	2017-12-31 14:45	EST	341	A
USGS	02106500	2017-12-31 15:00	EST	341	A
USGS	02106500	2017-12-31 15:15	EST	341	A
USGS	02106500	2017-12-31 15:30	EST	341	A
USGS	02106500	2017-12-31 15:45	EST	341	A
USGS	02106500	2017-12-31 16:00	EST	341	A
USGS	02106500	2017-12-31 16:15	EST	339	A
USGS	02106500	2017-12-31 16:30	EST	339	A
USGS	02106500	2017-12-31 16:45	EST	341	A
USGS	02106500	2017-12-31 17:00	EST	339	A
USGS	02106500	2017-12-31 17:15	EST	339	A
USGS	02106500	2017-12-31 17:30	EST	339	A
USGS	02106500	2017-12-31 17:45	EST	339	A
USGS	02106500	2017-12-31 18:00	EST	339	A
USGS	02106500	2017-12-31 18:15	EST	339	A
USGS	02106500	2017-12-31 18:30	EST	339	A
USGS	02106500	2017-12-31 18:45	EST	339	A
USGS	02106500	2017-12-31 19:00	EST	338	A
USGS	02106500	2017-12-31 19:15	EST	338	A
USGS	02106500	2017-12-31 19:30	EST	338	A
USGS	02106500	2017-12-31 19:45	EST	338	A
USGS	02106500	2017-12-31 20:00	EST	338	A
USGS	02106500	2017-12-31 20:15	EST	338	A
USGS	02106500	2017-12-31 20:30	EST	338	A
USGS	02106500	2017-12-31 20:45	EST	337	A
USGS	02106500	2017-12-31 21:00	EST	337	A
USGS	02106500	2017-12-31 21:15	EST	338	A
USGS	02106500	2017-12-31 21:30	EST	337	A
USGS	02106500	2017-12-31 21:45	EST	337	A
USGS	02106500	2017-12-31 22:00	EST	337	A
USGS	02106500	2017-12-31 22:15	EST	337	A
USGS	02106500	2017-12-31 22:30	EST	337	A
USGS	02106500	2017-12-31 22:45	EST	337	A
USGS	02106500	2017-12-31 23:00	EST	337	A
USGS	02106500	2017-12-31 23:15	EST	337	A
USGS	02106500	2017-12-31 23:30	EST	337	A
USGS	02106500	2017-12-31 23:45	EST	335	A
USGS	02106500	2018-01-01 00:00	EST	335	A
USGS	02106500	2018-01-01 00:15	EST	335	A
USGS	02106500	2018-01-01 00:30	EST	335	A
USGS	02106500	2018-01-01 00:45	EST	335	A
USGS	02106500	2018-01-01 01:00	EST	335	A
USGS	02106500	2018-01-01 01:15	EST	335	A
USGS	02106500	2018-01-01 01:30	EST	335	A
USGS	02106500	2018-01-01 01:45	EST	334	A
USGS	02106500	2018-01-01 02:00	EST	334	A
USGS	02106500	2018-01-01 02:15	EST	334	A
USGS	02106500	2018-01-01 02:30	EST	334	A
USGS	02106500	2018-01-01 02:45	EST	334	A
USGS	02106500	2018-01-01 03:00	EST	334	A
USGS	02106500	2018-01-01 03:15	EST	334	A
USGS	02106500	2018-01-01 03:30	EST	334	A
USGS	02106500	2018-01-01 03:45	EST	332	A
USGS	02106500	2018-01-01 04:00	EST	334	A
USGS	02106500	2018-01-01 04:15	EST	332	A
USGS	02106500	2018-01-01 04:30	EST	332	A
USGS	02106500	2018-01-01 04:45	EST	332	A
USGS	02106500	2018-01-01 05:00	EST	332	A
USGS	02106500	2018-01-01 05:15	EST	332	A
USGS	02106500	2018-01-01 05:30	EST	332	A
USGS	02106500	2018-01-01 05:45	EST	331	A
USGS	02106500	2018-01-01 06:00	EST	331	A
USGS	02106500	2018-01-01 06:15	EST	331	A
USGS	02106500	2018-01-01 06:30	EST	331	A
USGS	02106500	2018-01-01 06:45	EST	331	A
USGS	02106500	2018-01-01 07:00	EST	331	A
USGS	02106500	2018-01-01 07:15	EST	331	A
USGS	02106500	2018-01-01 07:30	EST	331	A
USGS	02106500	2018-01-01 07:45	EST	330	A
USGS	02106500	2018-01-01 08:00	EST	330	A
USGS	02106500	2018-01-01 08:15	EST	330	A
USGS	02106500	2018-01-01 08:30	EST	330	A
USGS	02106500	2018-01-01 08:45	EST	330	A
USGS	02106500	2018-01-01 09:00	EST	330	A
USGS	02106500	2018-01-01 09:15	EST	330	A
USGS	02106500	2018-01-01 09:30	EST	328	A
USGS	02106500	2018-01-01 09:45	EST	330	A
USGS	02106500	2018-01-01 10:00	EST	328	A
USGS	02106500	2018-01-01 10:15	EST	328	A
USGS	02106500	2018-01-01 10:30	EST	328	A
USGS	02106500	2018-01-01 10:45	EST	328	A
USGS	02106500	2018-01-01 11:00	EST	325	A
USGS	02106500	2018-01-01 11:15	EST	327	A
USGS	02106500	2018-01-01 11:30	EST	327	A
USGS	02106500	2018-01-01 11:45	EST	327	A
USGS	02106500	2018-01-01 12:00	EST	327	A
USGS	02106500	2018-01-01 12:15	EST	327	A
USGS	02106500	2018-01-01 12:30	EST	325	A
USGS	02106500	2018-01-01 12:45	EST	327	A
USGS	02106500	2018-01-01 13:00	EST	327	A
USGS	02106500	2018-01-01 13:15	EST	324	A
USGS	02106500	2018-01-01 13:30	EST	325	A
USGS	02106500	2018-01-01 13:45	EST	324	A
USGS	02106500	2018-01-01 14:00	EST	324	A
USGS	02106500	2018-01-01 14:15	EST	324	A
USGS	02106500	2018-01-01 14:30	EST	325	A
USGS	02106500	2018-01-01 14:45	EST	325	A
USGS	02106500	2018-01-01 15:00	EST	324	A
USGS	02106500	2018-01-01 15:15	EST	324	A
USGS	02106500	2018-01-01 15:30	EST	324	A
USGS	02106500	2018-01-01 15:45	EST	324	A
USGS	02106500	2018-01-01 16:00	EST	324	A
USGS	02106500	2018-01-01 16:15	EST	323	A
USGS	02106500	2018-01-01 16:30	EST	323	A
USGS	02106500	2018-01-01 16:45	EST	323	A
USGS	02106500	2018-01-01 17:00	EST	323	A
USGS	02106500	2018-01-01 17:15	EST	323	A
USGS	02106500	2018-01-01 17:30	EST	323	A
USGS	02106500	2018-01-01 17:45	EST	323	A
USGS	02106500	2018-01-01 18:00	EST	321	A
USGS	02106500	2018-01-01 18:15	EST	321	A
USGS	02106500	2018-01-01 18:30	EST	321	A
USGS	02106500	2018-01-01 18:45	EST	321	A
USGS	02106500	2018-01-01 19:00	EST	321	A
USGS	02106500	2018-01-01 19:15	EST	321	A
USGS	02106500	2018-01-01 19:30	EST	320	A
USGS	02106500	2018-01-01 19:45	EST	320	A
USGS	02106500	2018-01-01 20:00	EST	320	A
USGS	02106500	2018-01-01 20:15	EST	320	A
USGS	02106500	2018-01-01 20:30	EST	320	A
USGS	02106500	2018-01-01 20:45	EST	320	A
USGS	02106500	2018-01-01 21:00	EST	320	A
USGS	02106500	2018-01-01 21:15	EST	320	A
USGS	02106500	2018-01-01 21:30	EST	318	A
USGS	02106500	2018-01-01 21:45	EST	318	A
USGS	02106500	2018-01-01 22:00	EST	318	A
USGS	02106500	2018-01-01 22:15	EST	318	A
USGS	02106500	2018-01-01 22:30	EST	318	A
USGS	02106500	2018-01-01 22:45	EST	318	A
USGS	02106500	2018-01-01 23:00	EST	317	A
USGS	02106500	2018-01-01 23:15	EST	317	A
USGS	02106500	2018-01-01 23:30	EST	317	A
USGS	02106500	2018-01-01 23:45	EST	317	A
USGS	02106500	2018-01-02 00:00	EST	317	A
USGS	02106500	2018-01-02 00:15	EST	316	A
USGS	02106500	2018-01-02 00:30	EST	317	A
USGS	02106500	2018-01-02 00:45	EST	316	A
USGS	02106500	2018-01-02 01:00	EST	316	A
USGS	02106500	2018-01-02 01:15	EST	316	A
USGS	02106500	2018-01-02 01:30	EST	316	A
USGS	02106500	2018-01-02 01:45	EST	316	A
USGS	02106500	2018-01-02 02:00	EST	314	A
USGS	02106500	2018-01-02 02:15	EST	314	A
USGS	02106500	2018-01-02 02:30	EST	314	A
USGS	02106500	2018-01-02 02:45	EST	314	A
USGS	02106500	2018-01-02 03:00	EST	314	A
USGS	02106500	2018-01-02 03:15	EST	314	A
USGS	02106500	2018-01-02 03:30	EST	313	A
USGS	02106500	2018-01-02 03:45	EST	313	A
USGS	02106500	2018-01-02 04:00	EST	313	A
USGS	02106500	2018-01-02 04:15	EST	313	A
USGS	02106500	2018-01-02 04:30	EST	313	A
USGS	02106500	2018-01-02 04:45	EST	313	A
USGS	02106500	2018-01-02 05:00	EST	312	A
USGS	02106500	2018-01-02 05:15	EST	312	A
USGS	02106500	2018-01-02 05:30	EST	312	A
USGS	02106500	2018-01-02 05:45	EST	312	A
USGS	02106500	2018-01-02 06:00	EST	312	A
USGS	02106500	2018-01-02 06:15	EST	310	A
USGS	02106500	2018-01-02 06:30	EST	310	A
USGS	02106500	2018-01-02 06:45	EST	310	A
USGS	02106500	2018-01-02 07:00	EST	310	A
USGS	02106500	2018-01-02 07:15	EST	310	A
USGS	02106500	2018-01-02 07:30	EST	310	A
USGS	02106500	2018-01-02 07:45	EST	310	A
USGS	02106500	2018-01-02 08:00	EST	309	A
USGS	02106500	2018-01-02 08:15	EST	309	A
USGS	02106500	2018-01-02 08:30	EST	309	A
USGS	02106500	2018-01-02 08:45	EST	309	A
USGS	02106500	2018-01-02 09:00	EST	309	A
USGS	02106500	2018-01-02 09:15	EST	307	A
USGS	02106500	2018-01-02 09:30	EST	307	A
USGS	02106500	2018-01-02 09:45	EST	307	A
USGS	02106500	2018-01-02 10:00	EST	307	A
USGS	02106500	2018-01-02 10:15	EST	306	A
USGS	02106500	2018-01-02 10:30	EST	307	A
USGS	02106500	2018-01-02 10:45	EST	306	A
USGS	02106500	2018-01-02 11:00	EST	306	A
USGS	02106500	2018-01-02 11:15	EST	306	A
USGS	02106500	2018-01-02 11:30	EST	306	A
USGS	02106500	2018-01-02 11:45	EST	305	A
USGS	02106500	2018-01-02 12:00	EST	305	A
USGS	02106500	2018-01-02 12:15	EST	305	A
USGS	02106500	2018-01-02 12:30	EST	305	A
USGS	02106500	2018-01-02 12:45	EST	305	A
USGS	02106500	2018-01-02 13:00	EST	305	A
USGS	02106500	2018-01-02 13:15	EST	303	A
USGS	02106500	2018-01-02 13:30	EST	303	A
USGS	02106500	2018-01-02 13:45	EST	303	A
USGS	02106500	2018-01-02 14:00	EST	303	A
USGS	02106500	2018-01-02 14:15	EST	303	A
USGS	02106500	2018-01-02 14:30	EST	303	A
USGS	02106500	2018-01-02 14:45	EST	302	A
USGS	02106500	2018-01-02 15:00	EST	302	A
USGS	02106500	2018-01-02 15:15	EST	302	A
USGS	02106500	2018-01-02 15:30	EST	302	A
USGS	02106500	2018-01-02 15:45	EST	302	A
USGS	02106500	2018-01-02 16:00	EST	301	A
USGS	02106500	2018-01-02 16:15	EST	302	A
USGS	02106500	2018-01-02 16:30	EST	301	A
USGS	02106500	2018-01-02 16:45	EST	301	A
USGS	02106500	2018-01-02 17:00	EST	301	A
USGS	02106500	2018-01-02 17:15	EST	301	A
USGS	02106500	2018-01-02 17:30	EST	301	A
USGS	02106500	2018-01-02 17:45	EST	299	A
USGS	02106500	2018-01-02 18:00	EST	299	A
USGS	02106500	2018-01-02 18:15	EST	299	A
USGS	02106500	2018-01-02 18:30	EST	299	A
USGS	02106500	2018-01-02 18:45	EST	299	A
USGS	02106500	2018-01-02 19:00	EST	298	A
USGS	02106500	2018-01-02 19:15	EST	298	A
USGS	02106500	2018-01-02 19:30	EST	298	A
USGS	02106500	2018-01-02 19:45	EST	298	A
USGS	02106500	2018-01-02 20:00	EST	298	A
USGS	02106500	2018-01-02 20:15	EST	296	A
USGS	02106500	2018-01-02 20:30	EST	296	A
USGS	02106500	2018-01-02 20:45	EST	296	A
USGS	02106500	2018-01-02 21:00	EST	296	A
USGS	02106500	2018-01-02 21:15	EST	296	A
USGS	02106500	2018-01-02 21:30	EST	296	A
USGS	02106500	2018-01-02 21:45	EST	296	A
USGS	02106500	2018-01-02 22:00	EST	296	A
USGS	02106500	2018-01-02 22:15	EST	295	A
USGS	02106500	2018-01-02 22:30	EST	295	A
USGS	02106500	2018-01-02 22:45	EST	295	A
USGS	02106500	2018-01-02 23:00	EST	295	A
USGS	02106500	2018-01-02 23:15	EST	295	A
USGS	02106500	2018-01-02 23:30	EST	295	A
USGS	02106500	2018-01-02 23:45	EST	295	A
USGS	02106500	2018-01-03 00:00	EST	295	A
USGS	02106500	2018-01-03 00:15	EST	294	A
USGS	02106500	2018-01-03 00:30	EST	294	A
USGS	02106500	2018-01-03 00:45	EST	294	A
USGS	02106500	2018-01-03 01:00	EST	294	A
USGS	02106500	2018-01-03 01:15	EST	294	A
USGS	02106500	2018-01-03 01:30	EST	294	A
USGS	02106500	2018-01-03 01:45	EST	294	A
USGS	02106500	2018-01-03 02:00	EST	294	A
USGS	02106500	2018-01-03 02:15	EST	294	A
USGS	02106500	2018-01-03 02:30	EST	294	A
USGS	02106500	2018-01-03 02:45	EST	294	A
USGS	02106500	2018-01-03 03:00	EST	294	A
USGS	02106500	2018-01-03 03:15	EST	294	A
USGS	02106500	2018-01-03 03:30	EST	294	A
USGS	02106500	2018-01-03 03:45	EST	294	A
USGS	02106500	2018-01-03 04:00	EST	294	A
USGS	02106500	2018-01-03 04:15	EST	294	A
USGS	02106500	2018-01-03 04:30	EST	294	A
USGS	02106500	2018-01-03 04:45	EST	294	A
USGS	02106500	2018-01-03 05:00	EST	294	A
USGS	02106500	2018-01-03 05:15	EST	294	A
USGS	02106500	2018-01-03 05:30	EST	294	A
USGS	02106500	2018-01-03 05:45	EST	294	A
USGS	02106500	2018-01-03 06:00	EST	294	A
USGS	02106500	2018-01-03 06:15	EST	294	A
USGS	02106500	2018-01-03 06:30	EST	294	A
USGS	02106500	2018-01-03 06:45	EST	294	A:e
USGS	02106500	2018-01-03 10:45	EST	292	A:e
USGS	02106500	2018-01-03 14:45	EST	291	A:e
USGS	02106500	2018-01-03 18:45	EST	289	A:e
USGS	02106500	2018-01-03 22:45	EST	287	A:e
USGS	02106500	2018-01-04 02:45	EST	286	A:e
USGS	02106500	2018-01-04 06:45	EST	284	A:e
USGS	02106500	2018-01-04 10:45	EST	283	A:e
USGS	02106500	2018-01-04 14:45	EST	282	A:e
USGS	02106500	2018-01-04 18:45	EST	280	A:e
USGS	02106500	2018-01-04 22:45	EST	279	A:e
USGS	02106500	2018-01-05 02:45	EST	277	A:e
USGS	02106500	2018-01-05 06:45	EST	275	A:e
USGS	02106500	2018-01-05 10:45	EST	273	A:e
USGS	02106500	2018-01-05 14:45	EST	272	A:e
USGS	02106500	2018-01-05 18:45	EST	270	A:e
USGS	02106500	2018-01-05 22:45	EST	268	A:e
USGS	02106500	2018-01-06 02:45	EST	266	A:e
USGS	02106500	2018-01-06 06:45	EST	264	A:e
USGS	02106500	2018-01-06 10:45	EST	262	A:e
USGS	02106500	2018-01-06 14:45	EST	260	A:e
USGS	02106500	2018-01-06 18:45	EST	259	A:e
USGS	02106500	2018-01-06 22:45	EST	258	A:e
USGS	02106500	2018-01-07 02:45	EST	257	A:e
USGS	02106500	2018-01-07 06:45	EST	258	A:e
USGS	02106500	2018-01-07 10:45	EST	260	A:e
USGS	02106500	2018-01-07 14:45	EST	261	A:e
USGS	02106500	2018-01-07 18:45	EST	264	A:e
USGS	02106500	2018-01-07 22:45	EST	268	A:e
USGS	02106500	2018-01-08 02:45	EST	274	A
USGS	02106500	2018-01-08 03:00	EST	274	A
USGS	02106500	2018-01-08 03:15	EST	274	A
USGS	02106500	2018-01-08 03:30	EST	274	A
USGS	02106500	2018-01-08 03:45	EST	274	A
USGS	02106500	2018-01-08 04:00	EST	275	A
USGS	02106500	2018-01-08 04:15	EST	275	A
USGS	02106500	2018-01-08 04:30	EST	275	A
USGS	02106500	2018-01-08 04:45	EST	276	A
USGS	02106500	2018-01-08 05:00	EST	276	A
USGS	02106500	2018-01-08 05:15	EST	276	A
USGS	02106500	2018-01-08 05:30	EST	278	A
USGS	02106500	2018-01-08 05:45	EST	278	A
USGS	02106500	2018-01-08 06:00	EST	279	A
USGS	02106500	2018-01-08 06:15	EST	279	A
USGS	02106500	2018-01-08 06:30	EST	279	A
USGS	02106500	2018-01-08 06:45	EST	279	A
USGS	02106500	2018-01-08 07:00	EST	280	A
USGS	02106500	2018-01-08 07:15	EST	280	A
USGS	02106500	2018-01-08 07:30	EST	280	A
USGS	02106500	2018-01-08 07:45	EST	282	A
USGS	02106500	2018-01-08 08:00	EST	282	A
USGS	02106500	2018-01-08 08:15	EST	282	A
USGS	02106500	2018-01-08 08:30	EST	282	A
USGS	02106500	2018-01-08 08:45	EST	282	A
USGS	02106500	2018-01-08 09:00	EST	283	A
USGS	02106500	2018-01-08 09:15	EST	283	A
USGS	02106500	2018-01-08 09:30	EST	283	A
USGS	02106500	2018-01-08 09:45	EST	284	A
USGS	02106500	2018-01-08 10:00	EST	284	A
USGS	02106500	2018-01-08 10:15	EST	284	A
USGS	02106500	2018-01-08 10:30	EST	286	A
USGS	02106500	2018-01-08 10:45	EST	286	A
USGS	02106500	2018-01-08 11:00	EST	287	A
USGS	02106500	2018-01-08 11:15	EST	288	A
USGS	02106500	2018-01-08 11:30	EST	290	A
USGS	02106500	2018-01-08 11:45	EST	292	A
USGS	02106500	2018-01-08 12:00	EST	294	A
USGS	02106500	2018-01-08 12:15	EST	298	A
USGS	02106500	2018-01-08 12:30	EST	301	A
USGS	02106500	2018-01-08 12:45	EST	302	A
USGS	02106500	2018-01-08 13:00	EST	305	A
USGS	02106500	2018-01-08 13:15	EST	305	A
USGS	02106500	2018-01-08 13:30	EST	306	A
USGS	02106500	2018-01-08 13:45	EST	306	A
USGS	02106500	2018-01-08 14:00	EST	307	A
USGS	02106500	2018-01-08 14:15	EST	307	A
USGS	02106500	2018-01-08 14:30	EST	307	A
USGS	02106500	2018-01-08 14:45	EST	309	A
USGS	02106500	2018-01-08 15:00	EST	309	A
USGS	02106500	2018-01-08 15:15	EST	309	A
USGS	02106500	2018-01-08 15:30	EST	309	A
USGS	02106500	2018-01-08 15:45	EST	309	A
USGS	02106500	2018-01-08 16:00	EST	309	A
USGS	02106500	2018-01-08 16:15	EST	309	A
USGS	02106500	2018-01-08 16:30	EST	309	A
USGS	02106500	2018-01-08 16:45	EST	309	A
USGS	02106500	2018-01-08 17:00	EST	309	A
USGS	02106500	2018-01-08 17:15	EST	309	A
USGS	02106500	2018-01-08 17:30	EST	307	A
USGS	02106500	2018-01-08 17:45	EST	307	A
USGS	02106500	2018-01-08 18:00	EST	307	A
